no.,vid,title,description,thumbnail,view_counts,t_emoji_count,t_word_count,t_punctuation_count,t_length,t_lang,d_emoji_count,d_word_count,d_punctuation_count,d_length,d_lang,thumb_brightness,thumb_contrast,thumb_blurriness,thumb_entropy,t_lang_digit,d_lang_digit,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14
619,-xpzpmVAUlg,😱 pemain voli tercantik di dunia ‼️ 🤤 #volleyball #shorts,Pemain voli tercantik . . . Help me like and follow up to ⏫ 100k followers Follow . . . . Follow for more video @petualangmuda25_ ...,https://i.ytimg.com/vi/-xpzpmVAUlg/default.jpg,32296082,3,7,2,57,it,1,18,12,133,en,0.03592180186,2.005592239,18.60555556,5.558834357,0,21,3.388815867,-0.4887549783,-0.3227616261,0.0554058319,-4.799913471,4.123766518,0.4015327457,1.062881167,0.861961726,0.5403974534,-1.768225426,-1.480761347,-1.585468256,-1.570921351
620,W7si-E22FPw,Falyn Fonoimoana Made Everyone Jealous of Her Body and Volleyball Skills,Falyn Fonoimoana Surprises Those Who Doubted Her Volleyball Skills. Falyn Fonoimoana is one of the most talked-about beach ...,https://i.ytimg.com/vi/W7si-E22FPw/default.jpg,6126656,0,11,0,72,en,0,19,5,126,en,0.1331636259,4.516268515,51,6.991255029,30,21,-0.4630839566,0.526312474,-1.141261101,0.7430126812,0.2781659035,-0.1480910628,0.5150241944,-0.2147664866,0.7274523463,0.5403974534,1.056280136,0.9418128897,1.109082654,0.3797007203
621,ui5N0Cctlc8,When the D1 Basketball Commit tries out Volleyball 🤯💪 #shorts,(Via kyzer.mac/tt) #d1 #basketball #volleyball #highschoolsports #sports #hooper #viral #athlete #fun #trysomethingdifferent ...,https://i.ytimg.com/vi/ui5N0Cctlc8/default.jpg,849715,2,9,1,61,en,0,14,17,128,en,0.09733277608,3.46586594,39.92638889,7.401784945,30,21,2.104849259,0.01877874787,-0.7320113634,0.2387676584,0.2781659035,-0.1480910628,-0.05243304932,1.975486635,0.7658835977,0.5403974534,0.01553007226,-0.07173005153,0.1879861691,0.9387464881
622,PLa1xy_xIyc,Can our middle blocker pass serves? #volleyball #middleblocker #volley,,https://i.ytimg.com/vi/PLa1xy_xIyc/default.jpg,36655,0,9,4,70,no,0,1,0,3,tl,0.07226336553,2.678239071,45.05,6.985877686,33,14,-0.4630839566,0.01877874787,0.4957378484,0.651331768,0.785973841,-0.1480910628,-1.527821883,-1.127371954,-1.636069611,-1.274176663,-0.7126410645,-0.8317183377,0.6141651395,0.3723780364
623,6jHcQ4jr3IY,JoJo Pose in Volleyball Adventure,Watch more Funny Volleyball Shorts ➡️ http://bit.ly/3AAu0uz ➡️ 5% OFF my Jump Training Programs (code ELEVATE5) ...,https://i.ytimg.com/vi/6jHcQ4jr3IY/default.jpg,30556,0,5,0,33,en,2,17,11,115,en,0.09744074897,3.369969418,40.49305556,7.348746802,30,21,-0.4630839566,-0.9962887044,-1.141261101,-1.044765127,0.2781659035,8.3956241,0.2880412969,0.880360074,0.5160804639,0.5403974534,0.01866627446,-0.1642614723,0.2351211704,0.866520937
624,1OfKdkLFie8,This Is VOLLEYBALL. 😍 #volleyballworld #volleyballrally,,https://i.ytimg.com/vi/1OfKdkLFie8/default.jpg,107520,1,5,3,55,en,0,1,0,3,tl,0.08311243972,2.968592956,36.92777778,7.225742814,30,14,0.8208826513,-0.9962887044,0.08648811114,-0.03627508134,0.2781659035,-0.1480910628,-1.527821883,-1.127371954,-1.636069611,-1.274176663,-0.3975166752,-0.5515532495,-0.06143654632,0.6990182622
625,oKrCwu1-Umk,Jump 😮😮 how to jump 😮 how to jump higher in volleyball #shorts #volleyball #volley,Jump how to jump how to jump higher in volleyball #shorts #volleyball #volley #volleyballshorts keywords related to this ...,https://i.ytimg.com/vi/oKrCwu1-Umk/default.jpg,388310,3,13,3,82,en,0,18,7,124,en,0.1000182697,3.495852898,38.4625,7.32122315,30,21,3.388815867,1.0338462,0.08648811114,1.201417247,0.2781659035,-0.1480910628,0.4015327457,0.1502757003,0.689021095,0.5403974534,0.09353345859,-0.04279536467,0.06622074896,0.8290401575
626,99PBfJQWZew,Serving game agains my coach 🏐 #volleyball,,https://i.ytimg.com/vi/99PBfJQWZew/default.jpg,124876,1,6,1,42,en,0,1,0,3,tl,0.08182268107,2.974014365,35.62916667,7.195431332,30,14,0.8208826513,-0.7425218413,-0.7320113634,-0.6322010174,0.2781659035,-0.1480910628,-1.527821883,-1.127371954,-1.636069611,-1.274176663,-0.4349792643,-0.5463220827,-0.1694542577,0.6577411108
627,FdN10s3U64I,This took 5 minutes 😅 #volleyball #libero #coach,,https://i.ytimg.com/vi/FdN10s3U64I/default.jpg,57105,1,7,3,48,en,0,1,0,3,tl,0.08201826616,2.945252371,33.10277778,7.131111329,30,14,0.8208826513,-0.4887549783,0.08648811114,-0.3571582777,0.2781659035,-0.1480910628,-1.527821883,-1.127371954,-1.636069611,-1.274176663,-0.4292982605,-0.5740747911,-0.3795978053,0.5701523037
628,NuU7kjnEff0,how to make volleyball  | how to make volleyball at home | how to make a volleyball with balloons |,,https://i.ytimg.com/vi/NuU7kjnEff0/default.jpg,1344630,0,17,3,99,en,0,1,0,3,tl,0.1964172574,6.623418891,35.10972222,5.410457082,30,14,-0.4630839566,2.048913652,0.08648811114,1.98070501,0.2781659035,-0.1480910628,-1.527821883,-1.127371954,-1.636069611,-1.274176663,2.893557829,2.975021338,-0.2126613423,-1.772976511
629,lc6qoNElRRM,Girls Volleyball Net,I tried hitting on a Girls Volleyball net… Subscribe to @pmevolleyball for the best volleyball content on YouTube! You Can Also ...,https://i.ytimg.com/vi/lc6qoNElRRM/default.jpg,664095,0,3,0,20,de,0,21,5,131,en,0.111538847,3.855921991,41.76805556,7.419752603,19,21,-0.4630839566,-1.503822431,-1.141261101,-1.640691063,-1.583796534,-0.1480910628,0.7420070919,-0.2147664866,0.8235304747,0.5403974534,0.4281624632,0.304638559,0.3411749234,0.9632142373
630,irIfigJhEsg,Big Ref Mistake in Volleyball 🤣🏐 #shorts #volleyball,,https://i.ytimg.com/vi/irIfigJhEsg/default.jpg,151625,2,7,2,52,en,0,1,0,3,tl,0.06125749806,2.740167183,36.95138889,6.752596335,30,14,2.104849259,-0.4887549783,-0.3227616261,-0.1737964512,0.2781659035,-0.1480910628,-1.527821883,-1.127371954,-1.636069611,-1.274176663,-1.032319703,-0.7719633427,-0.05947258794,0.05470337409
631,DbXehVAcKUA,Player 💥 Attitude 😈 #shortsfeed #firevolleyball #volleyball,,https://i.ytimg.com/vi/DbXehVAcKUA/default.jpg,69645,2,5,3,59,en,0,1,0,3,tl,0.1004414087,3.609443169,45.82916667,7.396997382,30,14,2.104849259,-0.9962887044,0.08648811114,0.1470867451,0.2781659035,-0.1480910628,-1.527821883,-1.127371954,-1.636069611,-1.274176663,0.1058240411,0.06680891505,0.6789757663,0.9322269469
632,k70-dxnnSYw,Alinsug steers NU&#39;s offense in second set | UAAP Season 85 Women&#39;s Volleyball,Vange-ance is power Vange Alinsug provides some firepower off the bench for NU here in the second set! #UAAPSeason85 ...,https://i.ytimg.com/vi/k70-dxnnSYw/default.jpg,8433,0,16,7,85,en,0,20,6,120,en,0.1433792148,4.715452178,38.08472222,6.834841624,30,21,-0.4630839566,1.795146789,1.72348706,1.338938617,0.2781659035,-0.1480910628,0.6285156432,-0.03224539317,0.6121585923,0.5403974534,1.353004186,1.134007007,0.03479741474,0.1667022295
633,NKcJsaMU7xA,Volleyball Europe,,https://i.ytimg.com/vi/NKcJsaMU7xA/default.jpg,17076,0,2,0,17,it,0,1,0,3,tl,0.07600949129,2.757465762,50.97638889,7.236697969,0,14,-0.4630839566,-1.757589294,-1.141261101,-1.778212433,-4.799913471,-0.1480910628,-1.527821883,-1.127371954,-1.636069611,-1.274176663,-0.603830343,-0.7552717879,1.107118695,0.7139366218
634,ZKBvYNGUlp0,Volley Shot #volleyball #shorts,,https://i.ytimg.com/vi/ZKBvYNGUlp0/default.jpg,19004,0,4,2,31,en,0,1,0,3,tl,0.08926975163,3.316025039,59.57083333,7.379510828,30,14,-0.4630839566,-1.250055567,-0.3227616261,-1.13644604,0.2781659035,-0.1480910628,-1.527821883,-1.127371954,-1.636069611,-1.274176663,-0.2186701562,-0.2163128911,1.821999549,0.9084143484
635,_HdfgAFe3cA,The king of warming up 🚀 #volleyball #mongolia #shorts,King of warming up batsuuri from mongolia . . . Help me like and follow up to ⏫ 100k followers Follow . Follow for more video ...,https://i.ytimg.com/vi/_HdfgAFe3cA/default.jpg,3127040,1,8,3,54,en,1,21,7,129,en,0.09756453171,3.458047568,43.91666667,7.359395295,30,21,0.8208826513,-0.2349881152,0.08648811114,-0.08211553796,0.2781659035,4.123766518,0.7420070919,0.1502757003,0.7850992233,0.5403974534,0.02226169281,-0.07927406915,0.5198951368,0.8810216949
636,zMw3tmAprz0,Eya Laure comes alive in set 3 | UAAP Season 85 Women&#39;s Volleyball,The Queen Tigress is finally HERE! #UAAPSeason85 #RiseAsOne Subscribe to One Sports channel!,https://i.ytimg.com/vi/zMw3tmAprz0/default.jpg,11466,0,14,4,70,en,0,13,4,92,en,0.1406817819,4.640823518,37.80138889,6.89684704,30,21,-0.4630839566,1.287613063,0.4957378484,0.651331768,0.2781659035,-0.1480910628,-0.1659244981,-0.3972875801,0.07412107343,0.5403974534,1.274654006,1.061997138,0.01122991407,0.2511391103
637,w7ncD5bpsXk,Volleyball Jump Serve Ace in Slow Motion,Watch more Volleyball Serving Shorts ➡️ http://bit.ly/3hlPcOq Learn How To Jump Serve with this FREE Volleyball Tutorial ...,https://i.ytimg.com/vi/w7ncD5bpsXk/default.jpg,38953,0,7,0,40,en,1,19,8,124,en,0.1216512821,4.123754507,39.99722222,7.122811735,30,21,-0.4630839566,-0.4887549783,-1.141261101,-0.7238819307,0.2781659035,4.123766518,0.5150241944,0.3327967937,0.689021095,0.5403974534,0.7218902859,0.563072575,0.1938780442,0.5588501973
638,fczsn54hrMI,France Volleyball Player ( Crazy Spike ) - Stephen Boyer,,https://i.ytimg.com/vi/fczsn54hrMI/default.jpg,578592,0,7,3,56,en,0,1,0,3,tl,0.05344841031,2.339741528,38.22638889,6.561602626,30,14,-0.4630839566,-0.4887549783,0.08648811114,0.009565375282,0.2781659035,-0.1480910628,-1.527821883,-1.127371954,-1.636069611,-1.274176663,-1.259144035,-1.158337678,0.04658116507,-0.2053854047
639,uUi9IL-gIy4,Revenge😈👉 Lotta #shorts | fire Volleyball |,,https://i.ytimg.com/vi/uUi9IL-gIy4/default.jpg,467414,2,5,3,43,en,0,1,0,3,tl,0.1039677561,3.562354257,39.50138889,7.373643002,30,14,2.104849259,-0.9962887044,0.08648811114,-0.5863605608,0.2781659035,-0.1480910628,-1.527821883,-1.127371954,-1.636069611,-1.274176663,0.2082510355,0.02137239762,0.1526349181,0.9004237415
640,KCLSCdfqrws,Impossible ball😱😱 //Setter ka jabardast boost 🙄🙄 #volleyball #shorts #youtubeshorts #volleyballviral,volleyball #volleyballwhatsappstatus #volleyballshorts #indiavolleyball #shorts #odishavollyball #Song #volleyballjumppractice ...,https://i.ytimg.com/vi/KCLSCdfqrws/default.jpg,134356,4,10,6,100,en,0,8,10,130,en,0.02900262915,1.423692587,30.36388889,5.751236969,30,21,4.672782475,0.2725456109,1.314237323,2.026545467,0.2781659035,-0.1480910628,-0.7333817418,0.6978389806,0.804314849,0.5403974534,-1.969201107,-2.042241583,-0.6074169785,-1.308913976
641,cLglBsbS2JY,Volleyball Problems as a Beginner 🏐 #volleyball #shorts,,https://i.ytimg.com/vi/cLglBsbS2JY/default.jpg,1651749,1,7,2,55,en,0,1,0,3,tl,0.09895330755,3.318184401,37.06944444,7.255665241,30,14,0.8208826513,-0.4887549783,-0.3227616261,-0.03627508134,0.2781659035,-0.1480910628,-1.527821883,-1.127371954,-1.636069611,-1.274176663,0.06260035497,-0.2142293031,-0.04965279599,0.7397656117
642,_HPXxY8-WIQ,Saeed Alam best edit video ❤️😍 #volleyball,,https://i.ytimg.com/vi/_HPXxY8-WIQ/default.jpg,221005,2,6,1,42,nl,0,1,0,3,tl,0.09885572367,3.60742405,42.66527778,7.386227289,37,14,2.104849259,-0.7425218413,-0.7320113634,-0.6322010174,1.463051091,-0.1480910628,-1.527821883,-1.127371954,-1.636069611,-1.274176663,0.05976591404,0.06486064895,0.4158053422,0.9175605982
643,gto30XDAnMo,good shot 🔥 Gayle friends #volleyball,,https://i.ytimg.com/vi/gto30XDAnMo/default.jpg,35739,1,5,1,37,en,0,1,0,3,tl,0.09478289349,3.81767355,35.60555556,5.830360206,30,14,0.8208826513,-0.9962887044,-0.7320113634,-0.8614033005,0.2781659035,-0.1480910628,-1.527821883,-1.127371954,-1.636069611,-1.274176663,-0.05853433,0.2677322923,-0.1714182161,-1.201166624
644,FBW0uAaa-hM,Volleyball Dap Technique,Watch more Funny Volleyball Shorts ➡️ http://bit.ly/3AAu0uz ➡️ 5% OFF my Jump Training Programs (code ELEVATE5) ...,https://i.ytimg.com/vi/FBW0uAaa-hM/default.jpg,29768,0,3,0,24,fr,2,17,11,115,en,0.1034666365,3.493794504,30.03333333,7.085778512,10,21,-0.4630839566,-1.503822431,-1.141261101,-1.457329237,-3.107220346,8.3956241,0.2880412969,0.880360074,0.5160804639,0.5403974534,0.1936954154,-0.04478152711,-0.6349123959,0.5084196052
645,MmS4Peq9V20,Underhand Volleyball Serving Challenge 🔥🏐 PMEvolleyball Shorts,This was the closest challenge yet. Subscribe to @pmevolleyball for the best volleyball content on YouTube! You Can Also Find ...,https://i.ytimg.com/vi/MmS4Peq9V20/default.jpg,66539,2,6,0,62,en,0,20,6,129,en,0.1093381429,3.816402174,26.53888889,7.240730732,30,21,2.104849259,-0.7425218413,-1.141261101,0.284608115,0.2781659035,-0.1480910628,0.6285156432,-0.03224539317,0.7850992233,0.5403974534,0.3642403706,0.26650553,-0.9255782375,0.7194283023
646,b9aIqmqP8ZE,Best Revenge in Volleyball History 😈👀🗿| volleychamp #shorts #sports #volleyball #viralvideo,,https://i.ytimg.com/vi/b9aIqmqP8ZE/default.jpg,1634031,3,10,5,91,en,0,1,0,3,tl,0.1043419791,3.698624998,54.77777778,7.450381577,30,14,3.388815867,0.2725456109,0.9049875857,1.613981357,0.2781659035,-0.1480910628,-1.527821883,-1.127371954,-1.636069611,-1.274176663,0.2191207905,0.1528612681,1.423315996,1.004923739
647,33sWyhjhacM,Basic rule violations | Volleyball,Learn about the basic rule violations and how to avoid doing them with this video. Check our next videos to find out about warm ...,https://i.ytimg.com/vi/33sWyhjhacM/default.jpg,1147342,0,4,1,34,fr,0,24,4,131,en,0.1093992829,3.865348058,56.90277778,6.873962161,10,21,-0.4630839566,-1.250055567,-0.7320113634,-0.9989246704,-3.107220346,-0.1480910628,1.082481438,-0.3972875801,0.8235304747,0.5403974534,0.3660162529,0.3137338558,1.600072251,0.2199752558
648,g3QpqdoqL0s,Queens of the Court! #youtubeshorts #ytshorts #shorts #volleyball #volleyballgirls #volleyballmom,,https://i.ytimg.com/vi/g3QpqdoqL0s/default.jpg,405744,0,10,7,97,en,0,1,0,3,tl,0.07452604103,2.852526004,49.39444444,7.18035339,30,14,-0.4630839566,0.2725456109,1.72348706,1.889024097,0.2781659035,-0.1480910628,-1.527821883,-1.127371954,-1.636069611,-1.274176663,-0.6469189371,-0.663547301,0.9755334831,0.6372084779
649,VPOkz0TEi-Y,Zehra Gunes volleyball short 🔥🔥🔥 #shorts #trending #viral #whatsappstatus #motivation #short,Zehra Güneş.,https://i.ytimg.com/vi/VPOkz0TEi-Y/default.jpg,47318,3,10,6,92,en,0,2,1,12,tr,0.123135892,4.213124157,38.41527778,7.246910885,30,4,3.388815867,0.2725456109,1.314237323,1.659821814,0.2781659035,-0.1480910628,-1.414330434,-0.9448508604,-1.46312898,-3.8664254,0.7650125634,0.6493061581,0.06229283218,0.7278442264
650,yTSw9lfbwhU,Tutorial How To Get a Girlfriend,Follow me on twitch https://www.twitch.tv/squewe1 ...,https://i.ytimg.com/vi/yTSw9lfbwhU/default.jpg,144013,0,6,0,32,en,0,9,9,53,en,0.237940706,7.717594856,14.54444444,2.250388895,30,21,-0.4630839566,-0.7425218413,-1.141261101,-1.090605584,0.2781659035,-0.1480910628,-0.6198902931,0.5153178871,-0.6752883278,0.5403974534,4.09965626,4.030801619,-1.923269099,-6.076250591
651,gDCNA0d5UkA,NPC Tutorial,5. Check loczniki.com for something extra.,https://i.ytimg.com/vi/gDCNA0d5UkA/default.jpg,10245828,0,2,0,12,ro,0,7,3,42,en,0.09303306124,3.158822423,20.04583333,6.905282675,35,21,-0.4630839566,-1.757589294,-1.141261101,-2.007414716,1.124512466,-0.1480910628,-0.8468731906,-0.5798086735,-0.8866602102,0.5403974534,-0.109360309,-0.3679991165,-1.465666794,0.2626264731
652,_E9msBI8I20,The Minecraft Mobs You&#39;ve Never Seen,Mod is Creatures and Beasts by joosh_7889 https://www.curseforge.com/minecraft/mc-mods/creatures-and-beasts Portions of this ...,https://i.ytimg.com/vi/_E9msBI8I20/default.jpg,1396782,0,8,3,40,en,0,20,15,128,en,0.1316756465,4.449377473,32.22916667,7.363315271,30,21,-0.4630839566,-0.2349881152,0.08648811114,-0.7238819307,0.2781659035,-0.1480910628,0.6285156432,1.610444448,0.7658835977,0.5403974534,1.013059986,0.8772691188,-0.4522642657,0.8863597855
653,-2b79B6iaj8,Tutorial video,shuffle #footwork #shuffledance #cuttingshapes #shufflestyle #tutorial #howtoshuffle.,https://i.ytimg.com/vi/-2b79B6iaj8/default.jpg,13467906,0,2,0,14,it,0,7,7,85,en,0.04785632365,2.852562441,15.58333333,2.917297441,0,21,-0.4630839566,-1.757589294,-1.141261101,-1.915733803,-4.799913471,-0.1480910628,-0.8468731906,0.1502757003,-0.06038830628,0.5403974534,-1.421572908,-0.6635121422,-1.83685493,-5.168077068
654,lMmqdJG1i94,the minecraft tutorial world had a secret...,follow my twitter: https://twitter.com/camman18_ ↓ ↓ ↓ FOLLOW ME EVERYWHERE ↓ ↓ ↓ ▻ LIKELY STREAMED LIVE ON ...,https://i.ytimg.com/vi/lMmqdJG1i94/default.jpg,9112769,0,7,3,44,en,0,14,10,111,en,0.08386423663,2.935044974,24.62638889,7.173007006,30,21,-0.4630839566,-0.4887549783,0.08648811114,-0.5405201042,0.2781659035,-0.1480910628,-0.05243304932,0.6978389806,0.4392179612,0.5403974534,-0.3756798314,-0.5839240003,-1.084658867,0.6272044205
655,3punW8R-OBQ,Makeup tutorial #WrittenInGlossier#shorts,Follow My Spotify Playlist - https://sptfy.com/L4PI Brooke Monk Socials: Instagram: https://instagram.com/brookemonk TikTok: ...,https://i.ytimg.com/vi/3punW8R-OBQ/default.jpg,1764715,0,4,2,41,en,0,17,17,128,en,0.1003059792,3.541053993,24.48472222,7.251518367,30,21,-0.4630839566,-1.250055567,-0.3227616261,-0.678041474,0.2781659035,-0.1480910628,0.2880412969,1.975486635,0.7658835977,0.5403974534,0.1018903269,0.0008195808818,-1.096442617,0.7341185392
656,bR7Ure6EGXI,Dreamy Wedding Guest Makeup Tutorial | Charlotte Tilbury,"Darlings, are you going to a wedding this year and looking for an easy, wedding guest makeup look to wear for the occasion?",https://i.ytimg.com/vi/bR7Ure6EGXI/default.jpg,1400,0,7,1,56,en,0,23,3,123,en,0.09716083321,3.869360999,41.29583333,6.811121992,30,21,-0.4630839566,-0.4887549783,-0.7320113634,0.009565375282,0.2781659035,-0.1480910628,0.9689899894,-0.5798086735,0.6698054693,0.5403974534,0.01053578508,0.3176059785,0.3018957556,0.1344016365
657,h0TpgqYZ7Jc,Tutorial Tiro del Toro en FIFA 23,,https://i.ytimg.com/vi/h0TpgqYZ7Jc/default.jpg,820892,0,7,0,33,es,0,1,0,3,tl,0.1122148146,4.029047827,46.01805556,7.180865867,17,14,-0.4630839566,-0.4887549783,-1.141261101,-1.044765127,-1.922335159,-0.1480910628,-1.527821883,-1.127371954,-1.636069611,-1.274176663,0.4477967528,0.4716892433,0.6946874334,0.6379063527
658,43HnmG5IwdU,Easy Wiggly Text Animation in PROCREATE #Shorts - Quick Procreate Tutorial,Procreate Short Tutorial! In this short video I will show you how you can easily create a wiggly text animation in Procreate.,https://i.ytimg.com/vi/43HnmG5IwdU/default.jpg,6425919,0,10,2,74,en,0,22,2,125,en,0.1944072355,6.454183801,43.25555556,5.804744708,30,21,-0.4630839566,0.2725456109,-0.3227616261,0.8346935945,0.2781659035,-0.1480910628,0.8554985407,-0.7623297669,0.7082367206,0.5403974534,2.835174329,2.811724869,0.4649043019,-1.236048944
659,KByc5l_InEw,MAGIC TRICK (Tutorial) 🤫,,https://i.ytimg.com/vi/KByc5l_InEw/default.jpg,1237860,1,3,2,24,ro,0,1,0,3,tl,0.08990419656,3.474234101,21.01388889,7.02908919,35,14,0.8208826513,-1.503822431,-0.3227616261,-1.457329237,1.124512466,-0.1480910628,-1.527821883,-1.127371954,-1.636069611,-1.274176663,-0.2002419413,-0.06365553698,-1.385144501,0.4312220017
660,KMm7Owfp7EY,Rainbow Flick Tutorial #shorts,Here's a quick tutorial on how to do the Rainbow Flick Soccer Trick Click here for full video: ...,https://i.ytimg.com/vi/KMm7Owfp7EY/default.jpg,1841211,0,4,1,30,en,0,19,5,98,en,0.02793847954,1.550213011,8.216666667,5.271735778,30,21,-0.4630839566,-1.250055567,-0.7320113634,-1.182286497,0.2781659035,-0.1480910628,0.5150241944,-0.2147664866,0.1894148275,0.5403974534,-2.00011061,-1.920160881,-2.449609947,-1.961882496
661,MdBWewPZ-_A,Sure Thing Dance Tutorial,,https://i.ytimg.com/vi/MdBWewPZ-_A/default.jpg,675025,0,4,0,25,en,0,1,0,3,tl,0.1018800405,3.621364197,41.62638889,7.493896157,30,14,-0.4630839566,-1.250055567,-1.141261101,-1.41148878,0.2781659035,-0.1480910628,-1.527821883,-1.127371954,-1.636069611,-1.274176663,0.1476108297,0.07831162274,0.3293911731,1.064180423
662,426OzhSfW2o,Me giving a hair tutorial in 2005,Looks great with a mini skirt & uggs #2000s #2000sstyle #nostalgia #millennial #lagunabeach.,https://i.ytimg.com/vi/426OzhSfW2o/default.jpg,3448635,0,7,0,33,en,0,12,7,92,en,0.106202982,3.73999347,37.04583333,7.516059224,30,21,-0.4630839566,-0.4887549783,-1.141261101,-1.044765127,0.2781659035,-0.1480910628,-0.2794159468,0.1502757003,0.07412107343,0.5403974534,0.2731758548,0.1927780806,-0.05161675438,1.09436134
663,Tny5PQskWxM,Tutorial Tiro del Cañito en FIFA 23,,https://i.ytimg.com/vi/Tny5PQskWxM/default.jpg,1282042,0,7,0,35,es,0,1,0,3,tl,0.1131703998,4.142106349,42.54722222,7.133588405,17,14,-0.4630839566,-0.4887549783,-1.141261101,-0.9530842138,-1.922335159,-0.1480910628,-1.527821883,-1.127371954,-1.636069611,-1.274176663,0.4755528728,0.5807804329,0.4059855503,0.5735255022
664,DgnnbwXQ7Nc,Fried bologna sandwich tutorial #shorts,,https://i.ytimg.com/vi/DgnnbwXQ7Nc/default.jpg,3051308,0,5,1,39,en,0,1,0,3,tl,0.1126945901,3.874411173,27.93194444,7.298017983,30,14,-0.4630839566,-0.9962887044,-0.7320113634,-0.7697223873,0.2781659035,-0.1480910628,-1.527821883,-1.127371954,-1.636069611,-1.274176663,0.4617324078,0.3224789379,-0.8097046925,0.7974401458
665,Qps9woUGkvI,Soldering Tutorial for Beginners: Five Easy Steps,"If you've ever wondered how to solder electronic components, you've come to the right place! This video breaks down soldering ...",https://i.ytimg.com/vi/Qps9woUGkvI/default.jpg,2219194,0,7,1,49,en,0,22,7,129,en,0.1099109769,3.890601999,48.6625,7.063458519,30,21,-0.4630839566,-0.4887549783,-0.7320113634,-0.3113178211,0.2781659035,-0.1480910628,0.8554985407,0.1502757003,0.7850992233,0.5403974534,0.3808790203,0.3381016119,0.914650773,0.4780249925
666,397QTsTZ5W8,Sturdy Dance Tutorial (well…kinda),,https://i.ytimg.com/vi/397QTsTZ5W8/default.jpg,11875406,0,5,2,34,en,0,1,0,3,tl,0.1182354437,3.884004104,24.225,7.095857635,30,14,-0.4630839566,-0.9962887044,-0.3227616261,-0.9989246704,0.2781659035,-0.1480910628,-1.527821883,-1.127371954,-1.636069611,-1.274176663,0.6226731568,0.3317352432,-1.11804616,0.5221450142
667,9_lSQVdqPq4,How to Crochet V-Stitch Cluster Stitch How to DIY Tutorial #shorts,,https://i.ytimg.com/vi/9_lSQVdqPq4/default.jpg,44301,0,12,2,66,en,0,1,0,3,tl,0.1020905911,3.491149015,54.11666667,7.51865902,30,14,-0.4630839566,0.7800793371,-0.3227616261,0.4679699415,0.2781659035,-0.1480910628,-1.527821883,-1.127371954,-1.636069611,-1.274176663,0.1537265245,-0.04733418335,1.368325161,1.097901654
668,eD5R5SkdeTg,Sparkle tutorial results ✨ #shorts,,https://i.ytimg.com/vi/eD5R5SkdeTg/default.jpg,7633425,1,4,1,34,en,0,1,0,3,tl,0.04900954575,1.927212608,14.35555556,5.502450121,30,14,0.8208826513,-1.250055567,-0.7320113634,-0.9989246704,0.2781659035,-0.1480910628,-1.527821883,-1.127371954,-1.636069611,-1.274176663,-1.388076187,-1.556390562,-1.938980766,-1.647703499
669,1IVBy-_V4iY,INFINITY pen spinning tutorial EASY ♾️ #shorts,"Don't forget to LIKE, SHARE and SUBSCRIBE! ➡️ Connect With Me: Instagram: https://www.instagram.com/ryzingspins ...",https://i.ytimg.com/vi/1IVBy-_V4iY/default.jpg,11481363,1,6,1,46,en,1,17,14,115,en,0.09601695195,3.220360274,23.375,6.959655654,30,21,0.8208826513,-0.7425218413,-0.7320113634,-0.4488391909,0.2781659035,4.123766518,0.2880412969,1.427923354,0.5160804639,0.5403974534,-0.02268961997,-0.3086206882,-1.188748662,0.336669758
670,3D_dk-BWpcU,Flare Tutorial || how to learn flare #flare #shorts #flaretutorial,,https://i.ytimg.com/vi/3D_dk-BWpcU/default.jpg,515187,0,9,5,66,en,0,1,0,3,tl,0.1290108845,4.105614021,24.48472222,7.143520296,30,14,-0.4630839566,0.01877874787,0.9049875857,0.4679699415,0.2781659035,-0.1480910628,-1.527821883,-1.127371954,-1.636069611,-1.274176663,0.9356587761,0.5455686553,-1.096442617,0.5870504148
671,CfuABvFuvZY,Appearing Balls Magic Tutorial #shorts,,https://i.ytimg.com/vi/CfuABvFuvZY/default.jpg,116265286,0,5,1,38,en,0,1,0,3,tl,0.08792450508,3.157301409,31.33194444,7.021959421,30,14,-0.4630839566,-0.9962887044,-0.7320113634,-0.8155628439,0.2781659035,-0.1480910628,-1.527821883,-1.127371954,-1.636069611,-1.274176663,-0.2577444578,-0.3694667567,-0.5268946845,0.4215129235
672,wlyXg3ELbSU,Flare Tutorial Alex Destreza #acrobatics #gymnastics #BreakDance #Bboy #Powermoves #parkour #flips,,https://i.ytimg.com/vi/wlyXg3ELbSU/default.jpg,20165786,0,11,7,98,en,0,1,0,3,tl,0.1285102027,4.344764858,23.65833333,7.219991127,30,14,-0.4630839566,0.526312474,1.72348706,1.934864553,0.2781659035,-0.1480910628,-1.527821883,-1.127371954,-1.636069611,-1.274176663,0.921115872,0.7763274602,-1.165181161,0.6911858096
673,F68_W2QxUbs,Have You Tried This Viral Bun Tutorial? 😍,"Today's how to hair tutorial is a viral easy updo! This simple low bun hairstyle takes seconds to recreate, and is the perfect ...",https://i.ytimg.com/vi/F68_W2QxUbs/default.jpg,817021,1,7,1,41,en,0,24,6,130,en,0.1565277484,5.153165174,33.19722222,6.604271522,30,21,0.8208826513,-0.4887549783,-0.7320113634,-0.678041474,0.2781659035,-0.1480910628,1.082481438,-0.03224539317,0.804314849,0.5403974534,1.734919133,1.556360234,-0.3717419718,-0.1472803443
